ccg,group,postcode,practice_name,address,list_size,brick,
 Ipswich East Suffolk ,GP PRACTICE DISPENSING,IP14 2SY,COMBS FORD SURGERY,COMBS LANE,10000,IP14,441449678333
 Corby ,GP SURGERY,NN17 2UR,LAKESIDE SURGERY,COTTINGHAM ROAD,48000,NN17,441536204154
 South Devon and Torbay ,GP SURGERY,TQ4 5AH,CORNER PLACE SURGERY,46A DARTMOUTH ROAD,12663,TQ04,441803557458
 Lincolnshire West ,HOSPITAL,LN2 5QY,LINCOLN COUNTY HOSPITAL (ACUTE),GREETWELL ROAD,0,LN02,441522512512
 Horsham and Mid Sussex ,GP SURGERY,RH12 1AT,COURTYARD SURGERY,THE COURTYARD,8100,RH12,441403330320
 Guildford and Waverley ,GP SURGERY,GU6 8AE,CRANLEIGH MEDICAL PRACTICE,18 HIGH STREET,15000,GU06,441483273951
 Brent ,GP SURGERY,NW10 8RY,THE STONEBRIDGE PRACTICE,150 HILLTOP AVENUE,5200,NW10,442031887310
 Gloucestershire ,GP SURGERY,GL50 3PN,DR TRUEMAN & PARTNERS,CRESCENT BAKERY SURGERY,5900,GL50,441242226336
 Barnet ,GP SURGERY,HA8 0RW,PARKVIEW SURGERY,36 CRESSINGHAM ROAD,5500,HA08,442089067980
 Somerset ,GP SURGERY,TA18 8BX,CREWKERNE HEALTH CENTRE,MIDDLE PATH,11500,TA20,44146072435
 Dorset ,GP SURGERY,DT4 9QX,DR CHAPMAN & PARTNERS,CROSS ROAD SURGERY,5000,DT04,441305768844
 Haringey ,GP SURGERY,N8 8JD,QUEENSWOOD MEDICAL PRACTICE,HORNSEY CENTRAL NEIGHBOURHOOD CENTRE,19500,NZ08,442030742402
 Horsham and Mid Sussex ,HOSPITAL,RH16 4EX,PRINCESS ROYAL HOSPITAL (ACUTE),LEWES ROAD,0,RH16,441444441881
 Ipswich East Suffolk ,GP SURGERY,IP15 5EA,CHURCH FARM SURGERY,VICTORIA ROAD,4100,IP17,441728452027
 Kernow ,GP PRACTICE DISPENSING,TR16 4RX,DR DAVIES & PARTNERS,HARRIS MEMORIAL SURGERY,5450,TR15,441209842423
 Dartford Gravesswanley ,GP SURGERY,DA1 1QY,DR SHIMMINS & PARTNERS,DARTFORD EAST HEALTH CENTRE,13600,DA01,441322421480
 Dartford Gravesswanley ,GP SURGERY,DA1 1QY,PILGRIMS WAY SURGERY,DARTFORD EAST HEALTH CENTRE,6000,DA01,441322279881
 Dartford Gravesswanley ,GP SURGERY,DA1 2HA,THE ORCHARD PRACTICE,DARTFORD WEST HEALTH CENTRE,8367,DA01,441322228032
 Dartford Gravesswanley ,GP SURGERY,DA1 2HA,DR SHORT & PARTNERS,DARTFORD WEST HEALTH CENTRE,9000,DA01,441322223600
 Dartford Gravesswanley ,GP SURGERY,DA1 2HA,MAPLE PRACTICE,DARTFORD WEST HEALTH CENTRE,4000,DA01,441322220594
 Nene ,GP SURGERY,NN11 4DY,DANETRE MEDICAL PRACTICE,LONDON ROAD,12555,NN11,441327703333
 Nene ,GP SURGERY,NN4 8QF,DELAPRE MEDICAL CENTRE,GLOUCESTER AVENUE,17256,NN04,441604708481
 North East West Devon,HOSPITAL,PL6 8DH,DERRIFORD HOSPITAL (ACUTE),DERRIFORD ROAD,0,PL06,448451558155
 Wiltshire ,GP PRACTICE DISPENSING,SP11 6BS,DERRY DOWN CLINIC,DERRY DOWN,2600,SP04,441264738368
 West Norfolk ,GP PRACTICE DISPENSING,PE31 6GZ,VIDA HEALTHCARE,"CAROLE BROWN HEALTH CENTRE, 3 ST NICHOLA",37000,PE31,441485500139
 Harrow ,GP SURGERY,HA5 1TG,DR SITTAMPALAM & PARTNERS,EASTCOTE HEALTH CENTRE,7200,HA05,442088660075
 Harrow ,GP SURGERY,HA5 1TG,THE ABBOTSBURY PRACTICE,EASTCOTE HEALTH CENTRE,6700,HA05,442088660121
 Basildon and Brentwood ,GP SURGERY,SS13 3HQ,DR SIMS & PARTNERS,"DIPPLE MEDICAL CENTRE, WEST WING",6987,SS13,441268209222
 Eastbourne Hailsham ,HOSPITAL,BN21 2UD,EASTBOURNE DISTRICT GENERAL HOSPITAL (AC,KINGS DRIVE,0,BN21,441323417400
 Cambs and Peterborough ,GP SURGERY,PE1 4QF,DOGSTHORPE MEDICAL PRACTICE,DOGSTHORPE MEDICAL CENTRE,5000,PE01,441733560061
 Oxfordshire ,GP SURGERY,OX4 4DH,DR ANSCOMBE & PARTNERS,DONNINGTON HEALTH CENTRE,15000,OX04,441865771313
 Dorset ,HOSPITAL,DT1 2JY,DORSET COUNTY HOSPITAL,WILLIAMS AVENUE,0,DT01,441305251150
 North East Essex ,GP PRACTICE DISPENSING,CO12 4EX,MAYFLOWER MEDICAL CENTRE,419 MAIN ROAD,18000,CO12,441255201299
 Bromley ,GP SURGERY,BR1 5EP,THE DOWNHAM FAMILY MEDICAL PRACTICE,7-9 MOORSIDE ROAD,6784,BR01,442030492030
 Enfield ,GP SURGERY,EN3 4DN,EAGLE HOUSE SURGERY,291 HIGH STREET,12500,EN03,442088058611
 Barnet ,GP SURGERY,EN4 8QZ,DR MONKMAN,149 EAST BARNET ROAD,2942,EN04,442084407417
 Cambs and Peterborough ,GP SURGERY,CB5 8SP,DR JONES & PARTNERS,EAST BARNWELL HEALTH CENTRE,6800,CB05,441223728900
 Isle Of Wight ,GP SURGERY,PO32 6RP,EAST COWES HEALTH CENTRE,CHURCH PATH,8000,PO31,441983284333
 High Weald Lewes Havens,GP PRACTICE DISPENSING,BN8 6AE,DR FABRE & PARTNERS,JUZIERS DRIVE,6983,BN07,441825840943
 Oxfordshire ,GP SURGERY,OX4 1XD,COWLEY ROAD MEDICAL PRACTICE,EAST OXFORD HEALTH CENTRE,7100,OX04,441865791850
 Oxfordshire ,GP SURGERY,OX4 1XD,BARTLEMAS SURGERY,EAST OXFORD HEALTH CENTRE,9100,OX04,441865263120
 North East West Devon,GP SURGERY,EX36 3BU,EAST STREET SURGERY,EAST STREET,5600,EX32,441769573811
 West Hampshire ,GP SURGERY,SO50 9AG,ARCHERS PRACTICE,EASTLEIGH HEALTH CENTRE,7500,SO50,442380612197
 West Hampshire ,GP SURGERY,SO50 5PT,ST ANDREWS SURGERY,166 MARKET STREET,9000,SO50,442380612472
 Wiltshire ,GP PRACTICE DISPENSING,BA13 4RR,WESTBURY GROUP PRACTICE,5 THE TYNINGS,20000,BA13,441380831911
 Bristol ,GP SURGERY,BS5 6YA,THE MAYTREES PRACTICE,EASTVILLE HEALTH CENTRE,4000,BS05,441179510042
 Bristol ,GP SURGERY,BS5 6SA,EASTVILLE MEDICAL PRACTICE,EAST TREES HEALTH CENTRE,8700,BS05,441172444123
 Redbridge ,GP SURGERY,E18 1BD,THE SHRUBBERIES MEDICAL CENTRE,12 THE SHRUBBERIES,5800,EZ18,442085304108
 Cambs and Peterborough ,GP SURGERY,PE19 8BB,EATON SOCON HEALTH CENTRE,274 GREAT NORTH ROAD,12000,PE19,441480210000
 Cambs and Peterborough ,HOSPITAL,PE3 9GZ,THE CAVELL CENTRE,EDITH CAVELL CAMPUS,0,PE03,441733776000
 Swindon ,GP SURGERY,SN3 3RZ,DR GUILDING'S SURGERY,ELDENE CENTRE,2600,SN03,441793480111
 Islington ,GP SURGERY,N1 3BS,ELIZABETH AVENUE GROUP PRACTICE,2 ELIZABETH AVENUE,7300,NZ01,442072266363
 Bath and NE Somerset ,GP PRACTICE DISPENSING,BS39 7SF,DR ROY & PARTNERS,ELM HAYES SURGERY,8000,BS41,441761413155
 Swindon ,GP PRACTICE DISPENSING,SN6 8AG,ELM TREE SURGERY,HIGH STREET,6500,SN06,441793782207
 Surrey Downs ,HOSPITAL,KT18 7EG,EPSOM GENERAL HOSPITAL (ACUTE),DORKING ROAD,0,KT17,441372735735
 Bexley ,GP SURGERY,DA8 3DB,NORTHUMBERLAND HEATH MEDICAL CENTRE,HIND CRESCENT,9500,DA08,441322336556
 Nene ,GP SURGERY,NN16 8DN,ESKDAIL MEDICAL,PROSPECT HOUSE,13000,NN16,441536522633
 Somerset ,GP SURGERY,TA20 1QA,DR DENNER & PARTNERS,ESSEX HOUSE MEDICAL CENTRE,9450,TA20,44146063071
 Basildon and Brentwood ,PRIVATE HOSPITAL,CM15 8EH,NUFFIELD HEALTH BRENTWOOD HOSPITAL,SHENFIELD ROAD,0,CM15,441277695695
 North East West Devon,GP SURGERY,PL6 8UE,ESTOVER SURGERY,ESTOVER HEALTH CENTRE,2095,PL06,441752789030
 Bedfordshire ,GP PRACTICE DISPENSING,LU7 4SF,GROVEBURY ROAD SURGERY,RIDGEWAY COURT,7100,LU07,441525851888
 Herts Valleys ,GP SURGERY,HP2 4HY,EVEREST HOUSE SURGERY,EVEREST WAY,13600,HP02,448444778615
 North East West Devon,PRIVATE HOSPITAL,EX2 4UG,NUFFIELD HEALTH EXETER HOSPITAL,WONFORD ROAD,0,EX02,441392276591
 Oxfordshire ,GP PRACTICE DISPENSING,OX29 4QB,EYNSHAM MEDICAL GROUP,EYNSHAM MEDICAL CENTRE,13000,OX28,441865881206
 Herts Valleys ,GP SURGERY,WD6 1PR,FAIRBROOK MEDICAL CENTRE,4 FAIRWAY AVENUE,15000,WD06,442089537666
 Surrey Downs ,GP SURGERY,KT23 4DH,FAIRFIELD MEDICAL CENTRE,LOWER ROAD,11500,KT22,441372455450
 Coastal West Sussex ,GP PRACTICE DISPENSING,GU28 0LP,PETWORTH SURGERY,GROVE STREET,6100,GU29,441798342248
 Bath and NE Somerset ,GP SURGERY,BA1 6EA,FAIRFIELD PARK HEALTH CENTRE,CAMDEN ROAD,10300,BA01,441225331616
 Great Yarmouth Waveney ,GP SURGERY,NR31 8RW,FALKLANDS SURGERY,FALKLAND WAY,7165,NR31,441493442233
 Wiltshire ,MINISTRY OF DEFENCE,SP4 9AD,BULFORD BARRACKS,BULFORD CAMP MEDICAL CENTRE,0,SP04,441980672262
 Oxfordshire ,MINISTRY OF DEFENCE,OX13 6JB,DALTON BARRACKS,MEDICAL CENTRE,0,OX14,
 North West Surrey ,GP SURGERY,KT16 8HZ,THE ABBEY PRACTICE,STEPGATES,11000,KT16,441932565655
 North West Surrey ,GP SURGERY,KT16 8HZ,THE BRIDGE PRACTICE,CHERTSEY FAMILY HEALTH CENTRE,7600,KT16,441932561199
 Surrey Heath ,MINISTRY OF DEFENCE,GU15 4PQ,ROYAL MILITARY ACADEMY,MEDICAL RECEPTION STATION SANDHURST,0,GU15,441276412234
 Oxfordshire ,GP PRACTICE DISPENSING,SN7 7YU,THE WHITE HORSE MEDICAL PRACTICE,FARINGDON MEDICAL CENTRE,15000,OX12,441367242388
 Bromley ,HOSPITAL,BR6 8ND,THE PRINCESS ROYAL UNIVERSITY HOSPITAL (,FARNBOROUGH COMMON,0,BR06,441689863000
 North East Hants Farnham,GP SURGERY,GU9 9QS,FARNHAM DENE MEDICAL PRACTICE,FARNHAM CENTRE FOR HEALTH,11500,GU09,441252730100
 North East Hants Farnham,GP SURGERY,GU9 9QS,RIVER WEY MEDICAL PRACTICE,FARNHAM CENTRE FOR HEALTH,6650,GU09,441252737387
 North East Hants Farnham,GP SURGERY,GU9 9QS,THE FERNS MEDICAL PRACTICE,FARNHAM CENTRE FOR HEALTH,10500,GU09,441252723122
 Dartford Gravesswanley ,PRIVATE HOSPITAL,DA3 8ND,BMI FAWKHAM MANOR HOSPITAL,MANOR LANE,0,DA03,441474879900
 Ealing ,GP SURGERY,UB2 5BQ,FEATHERSTONE ROAD HEALTH CENTRE,HARTINGTON ROAD,8000,UB02,442033139880
 Basildon and Brentwood ,GP SURGERY,SS13 1PN,FELMORES MEDICAL CENTRE,2 FELMORES END,5735,SS13,441268728108
 Coastal West Sussex ,GP SURGERY,PO22 6DH,FLANSHAM PARK HEALTH CENTRE,109 FLANSHAM PARK,13000,PO22,441243210086
 Herts Valleys ,GP SURGERY,HP2 5BL,FERNVILLE SURGERY,MIDLAND ROAD,16500,HP02,441442213919
 Croydon ,GP SURGERY,CR0 9EU,FIELDWAY MEDICAL CENTRE,15A DANEBURY,4800,CR00,441689841466
 Haringey ,GP SURGERY,N17 8NW,SOMERSET GARDENS FAMILY H/C - GROUP PRAC,4 CREIGHTON ROAD,12000,NZ17,442082756410
 Barnet ,HOSPITAL,N12 0JE,FINCHLEY MEMORIAL HOSPITAL,GRANVILLE ROAD,0,NZ12,442083497500
 Islington ,GP SURGERY,EC1R 0LP,CLERKENWELL MEDICAL PRACTICE,FINSBURY HEALTH CENTRE,10000,EC01,442078335906
 Cambs and Peterborough ,GP SURGERY,CB24 9NP,DR GRANDE & PARTNERS,FIRS HOUSE SURGERY,12000,CB24,441223234286
 South Gloucestershire ,GP SURGERY,BS16 3TD,BEECHWOOD MEDICAL PRACTICE,FISHPONDS PRIMARY CARE CENTRE,10800,BS16,441179082360
 South Gloucestershire ,GP SURGERY,BS16 3TD,THE FISHPONDS FAMILY PRACTICE,BEECHWOOD ROAD,13000,BS16,441179082365
 West Hampshire ,GP SURGERY,SO40 8WU,FOREST GATE SURGERY,HAZEL FARM ROAD,13270,SO40,442380663839
 Enfield ,GP SURGERY,N9 7HD,FOREST ROAD GROUP PRACTICE,"1ST FLOOR, FOREST PRIMARY CARE CENTRE",13000,NZ09,442083444550
 South Eastern Hants ,GP SURGERY,GU35 0BP,BADGERSWOOD SURGERY,60 FOREST ROAD,12500,GU35,441420477111
 Waltham Forest ,GP SURGERY,E17 4BA,THE FOREST SURGERY,2 MACDONALD ROAD,6700,EZ17,442084984988
 North West Surrey ,GP SURGERY,KT12 1UX,THE FORT HOUSE SURGERY,32 HERSHAM ROAD,11500,KT12,441932253055
 Somerset ,GP SURGERY,TA1 1NW,FRENCH WEIR HEALTH CENTRE,1 FRENCH WEIR AVENUE,16000,TA01,441823331381
 West Hampshire ,GP SURGERY,SO22 6EL,THE FRIARSGATE PRACTICE,STOCKBRIDGE ROAD,25000,SO22,441962871730
 North East West Devon,GP SURGERY,PL4 9BH,FRIARY HOUSE SURGERY,BEAUMONT ROAD,11000,PL03,441752663138
 Surrey Heath ,GP PRACTICE DISPENSING,GU16 6QQ,FRIMLEY GREEN MEDICAL CENTRE,1 BEECH ROAD,27000,GU16,441252835016
 Surrey Heath ,HOSPITAL,GU16 7UJ,FRIMLEY PARK HOSPITAL (ACUTE),PORTSMOUTH ROAD,0,GU16,441276604604
 Somerset ,GP SURGERY,BA11 2FH,FROME MEDICAL PRACTICE,ENOS WAY,32160,BA11,441373301300
 Cambs and Peterborough ,HOSPITAL,CB21 5EF,FULBOURN HOSPITAL,CAMBRIDGE ROAD,0,CB01,441223218605
 Redbridge ,GP SURGERY,IG6 2HG,DR STEINBERGS & PARTNERS,1 TOMSWOOD HILL,14000,IG06,442085000240
 Merton ,GP SURGERY,SM3 8EP,DR BRENNAN & PARTNER,THE GP CENTRE,5200,SM03,442086440224
 Herts Valleys ,GP SURGERY,WD3 7DJ,DR BENNETT & PARTNERS,GADE SURGERY,12000,WD03,441923775291
 Greenwich ,GP SURGERY,SE28 8BE,THAMESMEAD MEDICAL ASSOCIATES,GALLIONS REACH HEALTH CENTRE,17500,SE28,442083335000
 Wiltshire ,MINISTRY OF DEFENCE,SP9 7EA,QUEEN ELIZABETH MEMORIAL HEALTH CENTRE,ST. MICHAELS AVENUE,0,SP04,441980650640
 Bristol ,GP SURGERY,BS3 3AZ,GAYWOOD HOUSE SURGERY,NORTH STREET,7600,BS03,441179661412
 North Hampshire ,GP SURGERY,RG22 4EH,THE GILLIES & OVERBRIDGE MEDICAL PARTNER,GILLIES HEALTH CENTRE,20050,RG22,441256479747
 North East West Devon,GP SURGERY,PL7 4DR,GLENSIDE MEDICAL CENTRE,GLENSIDE RISE,6900,PL07,441752341340
 Gloucestershire ,GP SURGERY,GL1 1XR,GLOUCESTER CITY HEALTH CENTRE,THE PARK,8040,GL01,441452891110
 Gloucestershire ,HOSPITAL,GL1 3NN,GLOUCESTERSHIRE ROYAL HOSPITAL (ACUTE),GREAT WESTERN ROAD,0,GL01,443004222222
 North West Surrey ,GP SURGERY,GU21 3LQ,DR SELLARS & PARTNERS,GOLDSWORTH PARK HEALTH CENTRE,12750,GU21,441483767194
 Islington ,GP SURGERY,N7 9EW,GOODINGE GROUP PRACTICE,GOODINGE HEALTH CENTRE,13200,NZ07,442076196670
 Kingston ,GP SURGERY,KT9 1BT,THE GRAYS MEDICAL PRACTICE,1 GOSBURY HILL,3300,KT09,442089742222
 North Somerset ,GP SURGERY,BS23 1YA,GRAHAM ROAD SURGERY,22 GRAHAM ROAD,9500,BS23,441934628111
Guernsey Health and Social Serv,PRIVATE SURGERY,GY1 1RH,QUEENS ROAD MEDICAL PRACTICE,QUEENS ROAD MEDICAL CENTRE,25040,GY01,441481724184
 South West Lincs ,HOSPITAL,NG31 8DG,GRANTHAM & DISTRICT HOSPITAL (ACUTE),101 MANTHORPE ROAD,0,NG31,441476565232
 Lambeth ,GP SURGERY,SW9 9DL,DR WICKREMESINGHE,THE GRANTHAM CENTRE,4600,SW09,442077336191
 West Hampshire ,GP PRACTICE DISPENSING,SO21 3LE,GRATTON SURGERY,SUTTON SCOTNEY,6500,SO22,441962760394
 Bracknell and Ascot ,GP SURGERY,RG12 8WY,GREAT HOLLANDS MEDICAL PRACTICE,GREAT HOLLANDS SQUARE,3675,RG12,441344424373
 Eastbourne Hailsham ,GP SURGERY,BN21 1RT,GREEN STREET SURGERY,118-122 GREEN STREET,10950,BN21,441323736664
 Bracknell and Ascot ,GP SURGERY,SL5 7LS,GREEN MEADOWS PARTNERSHIP,WINKFIELD ROAD,10050,SL05,441344621628
 Castle Point Rochford ,GP SURGERY,SS5 5HQ,GREENSWARD SURGERY,GREENSWARD LANE,5600,SS05,441702202353
 Mid Essex ,GP SURGERY,CM3 5ZT,THE PRACTICE SOUTH WOODHAM FERRERS,TYLERS RIDE,5300,CM03,441245322443
 Bath and NE Somerset ,GP SURGERY,BA1 6BA,GROSVENOR PLACE SURGERY,26 GROSVENOR PLACE,3000,BA01,441225484748
 Central London ,PRIVATE SURGERY,W1U 5LZ,DR HUGHES & PARTNER,GP SUITE,0,WZ01,442079350541
 Guildford and Waverley ,GP PRACTICE DISPENSING,GU5 9DR,SHERE SURGERY & DISPENSARY,GOMSHALL LANE,7000,GU06,441483202066
 Haringey ,GP SURGERY,N6 4QA,HIGHGATE GROUP PRACTICE,44 NORTH HILL,16500,NZ06,442083406628
 Southampton ,GP SURGERY,SO15 5SY,DR GIBSON & PARTNERS,VICTOR STREET SURGERY,12300,SO15,442380706919
 Isle Of Wight ,GP SURGERY,PO36 9GA,SANDOWN HEALTH CENTRE,BROADWAY,11776,PO36,441983409292
 Hammersmith and Fulham ,GP SURGERY,W6 7HY,THE RICHFORD GATE MEDICAL PRACTICE,RICHFORD GATE PRIMARY CARE CENTRE,11000,WZ06,442088466655
 Coastal West Sussex ,GP SURGERY,PO21 4JB,GROVE HOUSE SURGERY,80 PRYORS LANE,11850,PO21,441243265222
 Southwark ,HOSPITAL,SE1 9RT,GUY'S HOSPITAL,GREAT MAZE POND,0,SE01,442071887188
 Hounslow ,PRISON SURGERY,TW13 4ND,HMP/YOI FELTHAM,HEALTH CARE CENTRE,0,TW13,442088445000
 Guildford and Waverley ,PRISON SURGERY,GU23 7LJ,HMP SEND,RIPLEY ROAD,0,GU04,441483471000
 Bristol ,PRISON SURGERY,BS7 8PS,HMP BRISTOL,HEALTH CARE CENTRE,0,BS07,441173723100
 Islington ,PRISON SURGERY,N7 0NU,HMP AND YOI HOLLOWAY,HEALTH CARE CENTRE,0,NZ07,442079794400
 Islington ,PRISON SURGERY,N7 8TT,HMP PENTONVILLE,HEALTH CARE CENTRE,0,NZ07,442070237000
 Norwich ,PRISON SURGERY,NR1 4LU,HMP NORWICH,HEALTH CARE CENTRE,0,NR01,441603708600
 Lambeth ,PRISON SURGERY,SW2 5XF,HMP BRIXTON,HEALTH CARE,0,SW02,442085886000
 Hammersmith and Fulham ,PRISON SURGERY,W12 0AE,HMP WORMWOOD SCRUBS,PO BOX 757,0,WZ12,442085883386
 Mid Essex ,PRISON SURGERY,CM2 6LQ,HMP/YOI CHELMSFORD,THE MEDICAL CENTRE,0,CM02,441245552000
 South Devon and Torbay ,PRISON SURGERY,TQ12 6DW,HMP CHANNINGS WOOD,HEALTH CARE CENTRE,0,TQ12,441803814600
 High Weald Lewes Havens,PRISON SURGERY,BN7 1EA,H M PRISON LEWES,HEALTH CARE CENTRE,0,BN07,441273785100
 Ipswich East Suffolk ,GP PRACTICE DISPENSING,IP7 5DN,HADLEIGH & BOXFORD GROUP PRACTICE,HADLEIGH HEALTH CENTRE,15000,IP07,441473822961
 Hammersmith and Fulham ,HOSPITAL,W12 0HS,HAMMERSMITH HOSPITAL,DU CANE ROAD,0,WZ12,442033131000
 Eastbourne Hailsham ,GP SURGERY,BN22 9PQ,PARK PRACTICE,EASTBOURNE PARK PRIMARY CARE CENTRE,10600,BN22,441323502200
 Ealing ,GP SURGERY,W7 1DR,WESTSEVEN GP,HANWELL HEALTH CENTRE,3300,WZ07,442085797337
 Ealing ,GP SURGERY,W7 1DR,DR BASSI & PARTNERS,HANWELL HEALTH CENTRE,6500,WZ07,442085675738
 Wiltshire ,GP SURGERY,SP2 7TD,DR RAULT & PARTNERS,HARCOURT MEDICAL CENTRE,12535,SP02,441722333214
 Hillingdon ,GP SURGERY,UB9 6JY,THE HAREFIELD PRACTICE,HAREFIELD HEALTH CENTRE,9300,UB09,441895822944
 Hillingdon ,HOSPITAL,UB9 6JH,HAREFIELD HOSPITAL,HILL END ROAD,0,UB09,441895823737
 Havering ,GP SURGERY,RM3 9SU,CENTRAL PARK SURGERY,HAROLD HILL HEALTH CENTRE,7450,RM03,441708343004
 Havering ,GP SURGERY,RM3 9SU,DRS KUCHHAI & SAHEECHA,THE HEALTH CENTRE,7000,RM03,441708343991
 Herts Valleys ,HOSPITAL,WD7 9HQ,KINGSLEY GREEN (COMMUNITY),HARPER LANE,0,WD06,441923854861
 South West Lincs ,GP SURGERY,NG31 9NS,HARROWBY LANE SURGERY,HARROWBY LANE,5560,NG31,441476579494
 Bristol ,GP SURGERY,BS13 0JP,HARTWOOD HEALTHCARE,HARTCLIFF HEALTH CENTRE,7800,BS13,441173015226
 Bristol ,GP SURGERY,BS13 0JP,HILLVIEW FAMILY PRACTICE,HARTCLIFFE HEALTH CENTRE,6150,BS13,441173015240
 Herts Valleys ,GP SURGERY,AL3 5HB,HARVEY GROUP PRACTICE,HARVEY HOUSE SURGERY,13100,AL03,441727831888
 South Eastern Hants ,GP SURGERY,PO9 2AY,THE HOMEWELL PRACTICE,HAVANT HEALTH CENTRE,12000,PO09,442392482124
 South Eastern Hants ,GP SURGERY,PO9 1DQ,THE BOSMERE MEDICAL CENTRE,SOLENT ROAD,18200,PO09,442392476941
 Herts Valleys ,GP SURGERY,WD4 9HT,HAVERFIELD SURGERY,34 HIGH STREET,3632,WD04,441923262514
 West Suffolk ,GP PRACTICE DISPENSING,CB9 8HF,DR ANDREWS & PARTNERS,CHRISTMAS MALTINGS SURGERY,17000,CB09,441440840380
 Chiltern ,GP SURGERY,SL8 5RX,HAWTHORNDEN SURGERY,WHARF LANE,6600,SL07,441628522864
 Kernow ,GP SURGERY,TR27 4PB,DR SLATER & PARTNERS,BODRIGGY HEALTH CENTRE,10537,TR26,441736753136
 Tower Hamlets ,GP SURGERY,E14 8HQ,LIMEHOUSE PRACTICE,GILL STREET HEALTH CENTRE,10900,EZ14,442075152211
 Waltham Forest ,GP SURGERY,E17 3LA,DR DHITAL,6 LINFORD ROAD,4500,EZ17,442084307750
 City and Hackney ,GP SURGERY,E5 0PQ,LOWER CLAPTON HEALTH CENTRE,36 LOWER CLAPTON ROAD,11759,EZ05,442089867111
 North East West Devon,GP SURGERY,EX9 6LS,THE MEDICAL CENTRE GROUP PRACTICE,1 THE LAWN,8000,EX10,441395441234
 Aylesbury Vale ,GP SURGERY,HP17 8JX,HADDENHAM MEDICAL CENTRE,STANBRIDGE ROAD,7941,HP17,441844293300
 South Lincolnshire ,GP PRACTICE DISPENSING,PE6 0AL,ABBEYVIEW SURGERY,CROWLAND HEALTH CENTRE,7500,PE06,441733210254
 Thurrock ,GP SURGERY,RM16 2AP,STIFFORD CLAYS HEALTH CENTRE,CRAMMAVILL STREET,10000,RM16,441375800450
 Wiltshire ,GP SURGERY,SP11 9RA,THE CASTLE PRACTICE,CENTRAL STREET,11300,SP04,441264790356
 Somerset ,GP SURGERY,TA6 4GP,EAST QUAY MEDICAL CENTRE,EAST QUAY,14650,TA06,441278444666
 Lincolnshire West ,GP PRACTICE DISPENSING,LN1 2NU,DR ASH & PARTNERS,THE GLEBE PRACTICE,8169,LN01,441522305298
 Hillingdon ,GP SURGERY,UB7 7DP,HIGH STREET PRACTICE,HIGH STREET,6100,UB07,441895422292
 Wiltshire ,GP PRACTICE DISPENSING,SP2 0JU,THE ORCHARD PARTNERSHIP,SOUTH STREET,10300,SP02,441722744775
 Cambs and Peterborough ,GP SURGERY,CB22 3HU,SAWSTON MEDICAL PRACTICE,LONDON ROAD,14000,CB02,441223727555
 South Devon and Torbay ,GP PRACTICE DISPENSING,TQ13 7AP,EASTERN ROAD SURGERY,1 EASTERN ROAD,6500,TQ13,441364652731
 Horsham and Mid Sussex ,GP PRACTICE DISPENSING,RH12 3HB,RUDGWICK MEDICAL CENTRE,STATION ROAD,3400,RH12,441403822103
 Cambs and Peterborough ,GP SURGERY,CB22 5FY,SHELFORD MEDICAL PRACTICE,ASHEN GREEN,7900,CB02,441223843661
 Herts Valleys ,GP SURGERY,EN6 4JA,CUFFLEY VILLAGE SURGERY,MAYNARD PLACE,12200,EN06,441707875201
 Kernow ,GP SURGERY,TR12 7DQ,MULLION HEALTH CENTRE,NANSMELLYON ROAD,7800,TR13,441326240212
 West Suffolk ,GP PRACTICE DISPENSING,IP22 1DW,BOTESDALE HEALTH CENTRE,BACK HILLS,8930,IP22,441379898295
 Lewisham ,GP SURGERY,SE12 8NP,BURNT ASH SURGERY,THE LEE HEALTH CENTRE,6400,SE12,442030492150
 South West Lincs ,GP PRACTICE DISPENSING,NG34 0QQ,THE NEW SPRINGWELLS PRACTICE,SPRING WELLS,6000,NG34,441529240234
 North West Surrey ,GP SURGERY,KT13 8DW,ROWAN TREE PRACTICE,WEYBRIDGE PRIMARY CARE CENTRE,11000,KT13,441932826047
 Wandsworth ,GP SURGERY,SW11 3AD,BRIDGE LANE HEALTH CENTRE,20 BRIDGE LANE,14000,SW11,442035380882
 Surrey Downs ,GP SURGERY,KT20 5TH,HEATHCOTE MEDICAL CENTRE,HEATHCOTE,12105,KT20,441737360202
 Surrey Heath ,GP SURGERY,GU15 1SE,DR WILLIAMS,73 CUMBERLAND ROAD,5000,GU15,44127664758
 South Norfolk ,GP PRACTICE DISPENSING,NR14 7JT,HEATHGATE MEDICAL PRACTICE,HEATHGATE SURGERY,8500,NR17,441508494343
 North East West Devon,GP SURGERY,EX1 2RX,THE SOUTH LAWN MEDICAL PRACTICE,HEAVITREE HEALTH CENTRE,7650,EX01,441392281101
 North East West Devon,GP SURGERY,EX1 3EN,HILL BARTON SURGERY,1 LOWER HILL BARTON ROAD,4000,EX01,441392444242
 North East West Devon,GP SURGERY,EX1 2RX,THE HEAVITREE PRACTICE,HEAVITREE HEALTH CENTRE,7000,EX01,441392222099
 Norwich ,HOSPITAL,NR6 5BE,HELLESDON HOSPITAL,DRAYTON HIGH ROAD,0,NR06,441603421421
 Herts Valleys ,GP SURGERY,AL2 1EU,THE LATTIMORE SURGERY,283 HIGH STREET,8400,AL02,441727823245
